Item,Description,Category,Fqty,Shortage,SupplierID
3052482,Battery cover AB419 white with cushion ZY,321. Structural parts -25. Large plastic (battery cap),0,0,M6
4812555,Packaged Soundbars RMV2002 IN Black,344.Realme accessories -04.ioT TV TV,0,0,O27
3202354,Battery cover AA701 black with cushion SJ,321. Structural parts -25. Large plastic (battery cap),0,0,M17
4813096,Packed Bluetooth headset RMA215 IN black_721,344.Realme accessories -01.iot audio,0,0,M23
5006491,Carton 49.7?23.0?32.0cm3 AA411 P universal,351. Package accessories -30. Code box,0,0,M15
4908227,Rear shell components-LTE RMP2102 21697 Rear shell components-LTE gray only for realme after-sales,220. Component class-07. Shell Component (ODM),0,0,J6
3201312,Battery cover Ra523 Aurora blue ICM SBD with cushion,321. Structural parts -25. Large plastic (battery cap),0,0,M17
4887910,Capacitive touch screen protective film AA400 high definition,351. Package accessories -06. Other auxiliary materials,0,0,M5
6.51E+11,Light box canvas OnePlus 4508?1720mm GSS-OnePlus India,711. Advertising Promotion-04. Printing goods,0,0,O33
5700105-Y,Glass Counter 1.2?0.5?1.1m(INDIA) Glass Counter,711. Advertising Promotion Products -01. Display Class,0,0,O14
9181105,Fingerprint Sensor Module GSL6159 13.56*2.18*1.3 LCN BTB AB089 B917 Coating Blue No,317.General Electronic Materials-11.fingerprint Module,0,0,J6
6210086,TV stick RMV2106 black IN,344.Realme accessories -07.iot others,0,0,O27
6210087,realme TV stick RMV2105 black IN,344.Realme accessories -07.iot others,0,0,O27
4810899,realme white logo luminous India-H500MM realme white logo luminous India -H500MM,344.Realme accessories -n/a,0,0,O33
4881479,Small board USB double-sided adhesive FA205 DOUBLE-SIDED ADHESIVE,351. Package accessories-12.smt auxiliary materials,0,0,J7
4882884,Camera grounded conductive foam 2 RA355 single-sided adhesive,351. Package accessories -06. Other auxiliary materials,0,0,M11
2181213,RF connecting cable 50O 168mm 3.2.08.2131 (F0.64mm) Huaqin,331. Plug-in-N/A,0,0,O19
4816150,SIM Tray RMP2102 21697 gray dual card LTE version only for realme after-sales,321. Structural parts-01. Large Plastic,0,0,J6
6563586,TP bonding foam adhesive 208.6*121.3*0.30 mm after-sale TianLong,344.Realme accessories-10.iot after-sales,0,0,J6
2181130,TYPE-C cable 1m Type C/Type C DL149 white paper card fast charge E,341. Attachment -10. Data cable,0,0,O22
8511474,Speaker 0.5 100 7 68 18 3.35 AAC,317.General Electronic Materials-08.Electroacoustic,0,0,O22
F5962872,Mobile phone RMX1811(IN2-S) Mirror Black(16GB 2GB) WT HP  Processing Fee,810. Foreign Association -04. Others,0,0,O23
6203057,Packed realme Pocket Bluetooth Speaker RMA2007 IN Classic Black,344.Realme accessories -01.iot audio,0,0,J6
9181102,Fingerprint Sensor Module GF3956 13.56*2.18*1.3 LCN BTB AB089 A187 Coating Black day No,317.General Electronic Materials-11.fingerprint Module,0,0,J6
5474240,Mobile phone adapter @DC5V 6A VC56CAIN USB3.0 white India standard English realme RK with software YDI003,341. Attachment -09. Adapter (with software),0,0,O30
4813292,Packaged Bluetooth headset RMA216 IN black,344.Realme accessories -01.iot audio,0,0,M23
4888821,Battery cover double-sided tape AB125 0.3mm,351. Package accessories -06. Other auxiliary materials,0,0,M18
4100096,Mainboard 534L-477K46-T010 43FA0A00 19897 (8GB 1GB) after sale,210.boards-21.motherboard after-Sales Service,0,0,M9
8511060,Speaker BOX 1.0W 8O 65.1?24.3?3.5 BOX A,317.General Electronic Materials-08.Electroacoustic,0,0,O22
6563916,TP adhe Tyr RMP2107/RMP2108 after-sale Longqi,344.Realme accessories-10.iot after-sales,0,0,J6
6203851,Packed realme Mobile Game Finger Sleeves RMT2025 Black gray IN,344.Realme accessories -07.iot others,0,0,J1
6.13E+11,Start guide AC101 OPPO V1.0 Export IN,351. Package accessories -07. Big bag material,355000,0,O16
6.13E+11,Packing  box AC071 OPPO 184mm*98mm*60mm Export customized IN,351. Package accessories -01. Color box,0,0,M15
4892885,Die cut accessories AB449 battery bottom Supporting foam Wentai,351. Package accessories -06. Other auxiliary materials,0,0,O19
4560468,Option board 55Y1S pro X22SD09 wifi board/WBMT76-38BU0GD for after sale TCL,210.boards-21.motherboard after-Sales Service,0,0,M9
4815137,mobilephone carrier with price tag realme 165*150*40mm,344.Realme accessories -n/a,0,0,O33
4815075,realme yellow Logo Luminous words (India) 400MM,711. Advertising Promotion-06.Realme display class,0,0,O33
4907022,LCM panel RMT101 32'' C320Y20-7N(XHG7RMS72) realme factory repair-A,220.Component class-n/a,0,0,O27
4905903,T-CON Board RMT102 43?UC6.672.00279977 only for realme after-sales CH,220.Component class-n/a,0,0,O27
4811385,Wired connector RMT102 43'' (Mainboard to T-CON) only for realme  after-sales  CH,344.Realme accessories -n/a,0,0,O27
5018125,Gift box FA148 19581 IN,351. Package accessories -01. Color box,0,0,M15
8550445,Earphone MH157 F3.5 The four section single whiteFM function American Standard OPP circle packaging X,341. Attachment -02. Headphones,0,0,O22
3063321,Protective shell AB543 TPU brown IN with rubber stopper,351. Package accessories-24. Protective shell,134,0,J4
6.13E+11,Start guide AA551 OnePlus V1.0 Export IN,351. Package accessories -07. Big bag material,0,0,O16
6.13E+11,Packing  box AB737 realme 179mm*94mm*63mm Export IN,351. Package accessories -01. Color box,0,0,M15
9561135,LITHIUM ION BATTERIES @ 4890mAh 3.87V 0.7C BLP803 456591 XA YDI001,314.battery-01.front-mounted battery,0,0,M24
4906298,LCM Panel RMV2004 43" SDL430WY(BD0-H38) with backcover only for realme after-sales CW,220.Component class-n/a,4,0,O27
6230032,realme refurbished TV realme Smart TV 108cm(43") RMT102 Black IN public market  factory refurbished,344.Realme accessories -04.ioT TV TV,1,0,O27
4908430,Mainboard RMT101 32'' JUC6.690.00279402-02 only for realme after-sales CH,210.boards-21.motherboard after-Sales Service,1,0,O27
8241014,Chip resistor    1/20W33O?5% 0201,317.General Electronic Materials-07.RSistor,3890000,0,O28
8241107,Precise SMD resistor 1/20W300K?1% 0201,317.General Electronic Materials-07.RSistor,1075000,0,O28
8350829,Chip capacitor 25V 102 K X7R 0201,317.General Electronic Materials-06.CAPACITOR,4867568,0,O28
8241152,Precise SMD resistor 1/20W6.8K?1% 0201,317.General Electronic Materials-07.RSistor,755000,0,O28
8350926,Chip capacitor 16V 222 K X7R 0201,317.General Electronic Materials-06.CAPACITOR,600000,0,O28
8350927,Chip capacitor 16V 332 K X7R 0201,317.General Electronic Materials-06.CAPACITOR,600000,0,O28
8241197,Chip resistor    1/20W18O?5% 0201,317.General Electronic Materials-07.RSistor,205000,0,O28
8350957,Chip capacitor 6.3V 105 M X5R 0201,317.General Electronic Materials-06.CAPACITOR,123886424,0,O28
8080258,SMD field effect transistor Pmos 12V/12V 1V 15mO DFN2020,317. General Electronic Materials-05. Diode,60000,0,J10
9170148,Ordinary IC  SGM2036-1.8YUDH4G/TR UTDFN,317.General Electronic Materials-01.General IC,920000,0,O31
8241225,Precise SMD resistor 1/20W39K?1% 0201,317.General Electronic Materials-07.RSistor,291024,0,O28
8351025,Chip capacitor 25V 105 M X5R 0402,317.General Electronic Materials-06.CAPACITOR,5820000,0,O28
8351044,Chip capacitor 16V 106 M X5R 0603,317.General Electronic Materials-06.CAPACITOR,4124000,0,O28
8410435,Chip inductor 2.7NH?0.2NH 600mA 0201 HQ,317.General Electronic Materials-02.inductor,647920,0,O28
8660112,ESD component TVS 4.8V 1800W DFN2012,317.General Electronic Materials-N/A,52000,0,J10
8410442,chip inductor 6.8NH ?5% 700mA 0402 HQ-R,317.General Electronic Materials-02.inductor,81353,0,O28
8410462,chip inductor 36NH ?2% 260mA 0402 HQ-R,317.General Electronic Materials-02.inductor,64137,0,O28
8420652,chip power inductor 1UH ?20% 4.2A(4.1A) 43mO HTOK20161T,317.General Electronic Materials-02.inductor,2631000,0,O28
9130125,PA SKY77920-21 PAM,316.rf devices-01.pa,49500,0,O21
9050560,Surface Acoustic Wave Filter SFH742AA402,316.rf devices-04.filter,112976,0,O32
8420680,chip power inductor 4.7UH ?20% 1.6A(1.4A) 288mO DFE201610E-4R7MCA=P2No glue,317.General Electronic Materials-02.inductor,12707,0,O28
8351134,Chip capacitor 25V 105 ?10% X5R 0402 WT,317.General Electronic Materials-06.CAPACITOR,140000,0,O19
8351191,Chip capacitor 35V 1uF M X5R 0402 Huaqin,317.General Electronic Materials-06.CAPACITOR,731534,0,O19
9070184,Combiner DPX205850DT-4306A1,317.General Electronic Materials-N/A,84976,0,O32
8241540,Chip resistor 1/20W 51KO ?1% 0201 HQ,317.General Electronic Materials-07.RSistor,225000,0,O19
8351276,Chip capacitor 50V 1uF 10% X5R 0603 HQ,317.General Electronic Materials-06.CAPACITOR,317074,0,O19
8351285,Chip capacitor 50V 100pF ?5% C0G 0201 Huaqin,317.General Electronic Materials-06.CAPACITOR,13979763,0,O19
9170594,Ordinary IC QDM-5677-0-LGA11G-TR-04-0,317.General Electronic Materials-01.General IC,56000,0,O21
8420787,SMD magnetic bead HD 120O/100M ?25% 2000mA 0402,317.General Electronic Materials-N/A,720000,0,O28
8410700,chip inductor 2.2nH ?0.1 270mA 0201,317.General Electronic Materials-02.inductor,5415000,0,O28
8351323,Chip capacitor 10V 226 M X5R 0603,317.General Electronic Materials-06.CAPACITOR,11198000,0,O28
8241571,Precise SMD resistor 1/16W 4.99O ?1% 0402,317.General Electronic Materials-07.RSistor,360000,0,O28
8660204,ESD component LXES03AAA1-193 0201,317.General Electronic Materials-N/A,86730,0,J10
9760472,BTB socket 40P 0.35mm 0.6mm AJ26DK-S040VA3-R15000,331. Plug-in-N/A,34589,0,O22
9000209,Antenna switch MXD8539ST QFN-16,316.RF Device-02.antenna Switch,140000,0,J9
9110346,Nest plate for IC MT6635XP/B WLCSP,313.platform solution 01. Chip IC,96000,0,J2
9170707,Ordinary IC SGM7229YUWQ10G/TR DFN Huaqin,317.General Electronic Materials-01.General IC,261000,0,O19
9170702,Ordinary IC AW9962EDNR TDFN Huaqin,317.General Electronic Materials-01.General IC,324000,0,O19
8351399,Chip capacitor 50V 1.8pF ?0.05pF C0G 0201 0.33 Wentai,317.General Electronic Materials-06.CAPACITOR,150000,0,O19
9770378,USB socket Type-c 16pin 3.122A0-016-0R6 SMT ASS. BLACK,331. Plug-in-N/A,11286,0,O22
8241711,Chip resistor 1/20w 47kO ?5% 0201 Longqi,317.General Electronic Materials-07.RSistor,90000,0,O19
8241730,Chip resistor 1/20w 51KO ?1% 0201 Longqi,317.General Electronic Materials-07.RSistor,75000,0,O19
3884644,The antenna shrapnel DD305 Titanium copper,321. Structured parts-12.smt small hardware,72000,0,J4
9170772,Ordinary IC SIA8109 CSP,317.General Electronic Materials-01.General IC,66385,0,O15
8420910,SMD magnetic bead GB 1000O/100M ?25% 250mA 0402 HQ,316.RF DeviceS-N/A,520000,0,O19
8410835,chip inductor 1.0NH ?0.1NH 490mA 0201 B317 B378,317.General Electronic Materials-02.inductor,15000,0,O28
8351606,Chip capacitor 25V 100nF 20% X5R 0201 Huaqin,317.General Electronic Materials-06.CAPACITOR,1489870,0,O19
8351613,Chip capacitor 10V 472 10% X7R 0201 Huaqin,317.General Electronic Materials-06.CAPACITOR,52220,0,O19
8410858,chip inductor 4.7nH ?3% 200mA 01005,317.General Electronic Materials-02.inductor,460000,0,O28
8410849,chip inductor 2.0nH ?0.1nH 380mA 01005,317.General Electronic Materials-02.inductor,765810,0,O28
8410860,chip inductor 5.6nH ?3% 200mA 01005,317.General Electronic Materials-02.inductor,106362,0,O28
9170854,Ordinary IC MAX77932BEWO+T CSP,317.General Electronic Materials-01.General IC,60000,0,O31
8241942,Precise Resistor 1/20W 18K ?1% 0201,317.General Electronic Materials-07.RSistor,25000,0,O28
8110649,SMD Crystal 76.8M -10/+22ppm 1612 7pF 100K TX,316.RF Devices-05.Crystal Oscillator,3910,0,J9
8660288,ESD component LESD8H12CT5G DFN0402,317.General Electronic Materials-N/A,2072152,0,J10
8351823,Chip capacitor 50V 100pF ?5% C0G 0201 Wentai,317.General Electronic Materials-06.CAPACITOR,24970,0,O19
9050910,Surface Acoustic Wave Filter QM23240TR13,316.rf devices-04.filter,855000,0,O32
9130331,PA VC7916-55 PAM,316.rf devices-01.pa,519000,0,O21
8410941,chip inductor 160nH ?5% 480mA 0402 new,317.General Electronic Materials-02.inductor,230000,0,O28
9150177,Sensor IC ICM-42631 LGA,317.General Electronic Materials-09.Sensorsors,30000,0,O15
8351898,Chip capacitor 50V 3.3p ?0.1pf NP0 0201,317.General Electronic Materials-06.CAPACITOR,1875000,0,O28
8351911,Chip capacitor 16V 0.5p ?0.05pf NP0 01005,317.General Electronic Materials-06.CAPACITOR,183360,0,O28
8351912,Chip capacitor 16V 0.7p ?0.05pf NP0 01005,317.General Electronic Materials-06.CAPACITOR,160000,0,O28
9130340,PA SKY58258-21 LGA,316.rf devices-01.pa,52470,0,O21
8351986,Chip capacitor 10V 10uF ?20% X5R 0402 Wentai,317.General Electronic Materials-06.CAPACITOR,292600,0,O19
8410980,chip inductor 2.7NH ?0.2nH 350mA 0201 Huaqin,317.General Electronic Materials-02.inductor,845640,0,O19
8411013,chip inductor 22nH ?3% 150mA 0201 Wentai,317.General Electronic Materials-02.inductor,90000,0,O19
8411005,chip inductor 1.2nH ?0.1nH 750mA 0201 Wentai,317.General Electronic Materials-02.inductor,225000,0,O19
8352052,Chip capacitor 50V 180pF K X7R 0201 Huaqin,317.General Electronic Materials-06.CAPACITOR,362900,0,O19
3887384,Shield bracket AB257-TRANSCEIVER-5N COPPER-NICKEL-ZINC ALLOY,321. Structured parts-12.smt small hardware,31200,0,J4
8352162,Chip capacitor 16V 22000000 M(?20%) X5R 0603 Huaqin,317.General Electronic Materials-06.CAPACITOR,256000,0,O19
9171153,Ordinary IC SGM2038-1.05XUDY4G/TR DFN-4L Wentai,317.General Electronic Materials-01.General IC,75000,0,O19
9171287,Protocol chip PD CSP 1.235mm*1.235mm*0.575mm SC2150ACFFR,317.General Electronic Materials-01.General IC,560000,0,O31
9110772,PMU QET-4101-0-12WLNSP-TR-00-1 WLNSP,313.platform solution 01. Chip IC,236000,0,J3
8360264,Multi Layer ceramic capacitor 50V 1.8 0.1 NP0 0.6x0.3x0.3mm Huaqin,317.General Electronic Materials-06.CAPACITOR,511670,0,O19
3888043,Antenna spring 2266B Brass 0.6mm Wentai,321. Structured parts-12.smt small hardware,460000,0,O19
9051213,"Acoustic Filter SFX897BH302 Filter Band8,897.5/942MHz 1.6mm*1.2mm*0.55mm Wentai",316.rf devices-04.filter,64000,0,O19
8360286,Multi Layer ceramic capacitor 50V 100pF ?2% NP0 0201 Wentai,317.General Electronic Materials-06.CAPACITOR,675000,0,O19
8411318,Surface mounted magnet bead 120O@100MHz 1.3A 0.09O 0402 Longqi,317.General Electronic Materials-02.inductor,60900,0,O19
8360312,Multi Layer ceramic capacitor 16V 4.7uF ?20% X5R 0402 longqi,317.General Electronic Materials-06.CAPACITOR,80000,0,O19
8080479,TVS 4.85V 390pF 7.5V 180A DFN1610 ESD56301D04-2/TR Longqi,317.General Electronic Materials-N/A,110000,0,O19
8360350,Multi Layer ceramic capacitor 50V 4.7pf ?0.1pf Other materials 0201 Longqi,317.General Electronic Materials-06.CAPACITOR,38696,0,O19
8360359,Multi Layer ceramic capacitor 50V 6.8pf ?0.1pf Other materials 0201 Longqi,317.General Electronic Materials-06.CAPACITOR,119150,0,O19
8540376,Silicon Condenser Microphone -38 ?1dB 2.75mm*1.85mm*0.9mm SMT Huaqin,317.General Electronic Materials-08.Electroacoustic,74816,0,O19
4712987,SHIELD-COVER 22811 AA513-SKY-CN Copper-Nickel-Zinc,321. Structured parts-12.smt small hardware,5165,0,J4
4712988,SHIELD-COVER 22811 AA513-SGM Copper-Nickel-Zinc,321. Structured parts-12.smt small hardware,4800,0,J4
8421237,Surface mounted power inductor 0.33uH@1MHZ ?20% 0.023O 5.3A 4.7A 20V 2016 Huaqin,317.General Electronic Materials-02.inductor,5000,0,O19
9820390,RF connector 2.44mm*1.24mm*0.9mm 813000009131,341. Attachment -04.RF connection cable,39761,0,O19
9051307,Ceramic Filter 808100008931 Diplexer 1748/1843MHz 1.6mm*1.2mm*0.5mm Wentai,316.rf devices-04.filter,65000,0,O19
4713634,SHIELD-COVER AA530 medium-high frequency PA opper-Nickel-Zinc Alloy,321. Structured parts-12.smt small hardware,15200,0,J4
4713633,SHIELD-COVER AA530 PMIC opper-Nickel-Zinc Alloy,321. Structured parts-12.smt small hardware,15750,0,J4
9120588,DDR K4UCE3Q4AB-MGCL 8GB LPDDR4X 10mm*15mm 0.9 200ball,313.platform solution 03.storage IC,392910,0,O37
8242418,Surface mounted Resistor 1/20W 5.1kO ?1% 0201 #1 Wentai,317.General Electronic Materials-07.RSistor,135000,0,O19
8242420,Surface mounted Resistor 1/20W 240O ?1% 0201 #1 Wentai,317.General Electronic Materials-07.RSistor,120000,0,O19
8421248,Surface mounted power inductor 0.47uH 0.032O 4.5A 4A 1V 201208 Wentai,317.General Electronic Materials-02.inductor,75000,0,O19
9171364,LDO 5.5V 0.42V 1.8V 75dB 300mA DFN 1mm*1mm*0.6mm SGM2036-1.8YUDH4G/TR Wentai,317.General Electronic Materials-N/A,70000,0,O19
8360498,Multi Layer ceramic capacitor 16V 1uF ?20% X5R 0201 Longqi,317.General Electronic Materials-06.CAPACITOR,150000,0,O19
8360551,Multi Layer ceramic capacitor 10V 22uf ?20% X5R 0603 1 Longqi,317.General Electronic Materials-06.CAPACITOR,294000,0,O19
6.12E+11,Surface mounted power inductor 0.47uH@1MHz ?20% 0.026O 4.8A 4.1A 20V 201208 DFE,317.General Electronic Materials-02.inductor,141000,0,O28
9491362,Camera OV08D10 8M 8x8x5.17 5P BTB C18F14,312.Camera-n/A,15617,0,O20
9642500,PCB 2AA518-C1 D0.7x8 HDI-2 OSP+ENI,315.PCB Category-01.pcb,105408,0,O13
5072509,antistatic bag 90?70?0.14mm,351. Package accessories -06. Other auxiliary materials,8000,0,O16
3882777,Through needle 18601 stainless steel HQ,321. Structural parts-05. Small Hardware,375160,0,O19
4879202,Battery RF Connection foam CC161 single-sided adhesive,351. Package accessories -06. Other auxiliary materials,18739,0,J7
5121793,Glue (HHD 3043) Loctite HHD-3043,351. Package accessories -03. Globe,2804.41053,0,
4210740,Machine-tapping screw CM 1.4*3.5 head2.5?thickness0.4 loosing,351. Package accessories -06. Other auxiliary materials,2000,0,J4
5220969,Indian membership card EE003 IN,351. Package accessories -08. Small packaging materials,238933,0,O16
4887163,The rear main photo pad is highly conductive foam(13M) AA071 SINGLE-SIDED ADHESIVE Wentai,351. Package accessories -06. Other auxiliary materials,26228,0,O19
4887842,A1 plate pre fixed double-sided adhesive AA411,351. Package accessories -06. Other auxiliary materials,3000,0,M11
5182252,Color box Information Sticker AA411 on IN MTK 80*50,351. Package accessories -06. Other auxiliary materials,15000,0,O16
4888675,Test point waterproof PET film 3 AA215 single-sided adhesive,351. Package accessories -06. Other auxiliary materials,9912,0,J7
9181078,Fingerprint Sensor Module GW9668 42.38*21.31*0.79 BTB AA200 B917 UD BLACK,317.General Electronic Materials-11.fingerprint Module,312,0,J6
4889220,Foam for RF line of battery compartmen AA438 single-sided adhesive,351. Package accessories -06. Other auxiliary materials,4669,0,J7
4889638,Sub-board C-FPC BTB waterproof silicone cover AA438 Single-sided adhesive,351. Package accessories -06. Other auxiliary materials,4000,0,
4890633,Capacitive touch screen protective film AB241 Transparent,351. Package accessories-N/A,8300,0,M5
4890884,Battery support foam AA498 single-sided adhesive,351. Package accessories -06. Other auxiliary materials,4000,0,M6
4891010,Waterproof PET of LCD bin AA269 Single-sided adhesive,351. Package accessories -06. Other auxiliary materials,10926,0,J7
4891161,LCD buffer sponge AA341 single-sided adhesive,351. Package accessories -06. Other auxiliary materials,5000,0,M11
3204488,Mainboard bottom cover AA341 Blue with cushion QX,321. Structural parts -24. Large plastic (lower cover),55,0,M6
4891736,Die cut accessories AA508 battery cover (top) double-sided adhesive,351. Package accessories -06. Other auxiliary materials,2000,0,M11
4892476,Die cut accessories AA493 Main Camera double faced adhesive tape,351. Package accessories -06. Other auxiliary materials,8000,0,M19
5172163,Waterproof paste AA493 OnePlus 2.9mm*1.6mm*0.2mm,351. Package accessories -06. Other auxiliary materials,33876,0,O16
5121959,TP bonding adhesive Henkel 3617BK Normal temperature,351. Package accessories -03. Globe,10410.71975,0,M19
9440965,Display Screen 6.56inch LCD-A-Si Water Drop HLT BOE Panel+ILI9883C,311.Screen Type-02.display Screen,32059,0,O34
4712779,Plastic Mainboard bottom cover AC047 Black PC with cushion export IN QSS Wentai,321. Structural parts -24. Large plastic (lower cover),26505,0,M8
4713138,camera lens AA513 Black Schott a with with accessories,321.Structural Parts-07.Lens,5000,0,J4
4895537,Die cut accessories AC057 rear trim base double faced adhesive tape,351. Package accessories -06. Other auxiliary materials,12000,0,M11
4896144,Die cut accessories AA520 Main board TOP copper foil tape,351. Package accessories -06. Other auxiliary materials,256351,0,O14
9820413,RF cable 124mm 3.2.08.3176 f0.64mm,341. Attachment -04.RF connection cable,300700,0,O22
4896240,Die cut accessories AC065 Light-sensitive waterproof foam,351. Package accessories -06. Other auxiliary materials,37441,0,O14
9561611,Lithium battery @ 4880mAh 3.89V 1.5C BLP999 506386 NA YDI005,314.battery-01.front-mounted battery,15300,0,O24
4714997,Plastic Mainboard bottom cover AB577 black PC IN Longqi,321. Structural parts -24. Large plastic (lower cover),26900,0,O19
9820429,RF cable 169mm 3.2.08.3228 f0.64mm white,341. Attachment -04.RF connection cable,14910,97,O22
6.13E+11,Composite plate battery cover AC113 gray PMMA:PC with accessories,321. Structural parts -25. Large plastic (battery cap),13400,0,M6
6.12E+11,RF cable 164.5mm 3.2.08.3264 f0.64mm white,341. Attachment -04.RF connection cable,52236,0,O22
6.13E+11,Die cut accessories AC113 BTB Waterproof silicon film,351. Package accessories -06. Other auxiliary materials,552313,0,O14
6.13E+11,Battery pull tape BLPA15 transparent,351. Package accessories -06. Other auxiliary materials,4000,0,M24
6.13E+11,Sticker F2.8 SKD benchmark material CPH2467(IN) Pastel Lime (256GB 8GB),351. Package accessories-28.skd benchmark material,18000,0,O16
9401115,OLED screen BF067XMM-TK3-BD00,311.Screen Type-02.display Screen,3019,161,M7
9491668,Camera OV64B OIS 64M 23.97mm*13.5mm*6.88mm 4P COB MOM1GHK3P01A,312.Camera-n/A,313,0,O20
4896500,Die cut accessories AC069 Mainboard test point PET film 2,351. Package accessories -06. Other auxiliary materials,1000,0,O14
8240834,Precise SMD resistor 1/16W5.1K?1% 0402,317.General Electronic Materials-07.RSistor,15961,0,O28
8350919,Chip capacitor 25V 3.6P?0.25P NP0 0201,317.General Electronic Materials-06.CAPACITOR,15000,0,O28
8350916,Chip capacitor 25V 0.5P ?0.1P NP0 0201,317.General Electronic Materials-06.CAPACITOR,25884,0,O28
8410386,chip inductor 1.2NH ?0.2NH 380mA 0201,317.General Electronic Materials-02.inductor,15000,0,O28
9050337,Surface Acoustic Wave Filter SAFFB1G84AB0F0A,316.rf devices-04.filter,48874,0,O32
9170128,Ordinary IC  RP114K331D-TRB UTDFN,317.General Electronic Materials-01.General IC,104281,0,O31
9170362,Ordinary IC LTE3401H XSON6,317.General Electronic Materials-01.General IC,30000,0,J9
8420653,chip power inductor 1uH ?20% 4.3A(3.3A) 55mO TFM201610ALM-1R0MTGA,317.General Electronic Materials-02.inductor,2543,0,O28
8410523,chip inductor 160NH ?5% 600mA 0603(TDK),317.General Electronic Materials-02.inductor,5302,0,O28
9170411,ordinary IC BQ25890HRTWR QFN,317.General Electronic Materials-01.General IC,2177,0,O31
8241400,chip resistor 1/32W 15K ?5% 01005,317.General Electronic Materials-07.RSistor,157292,0,O28
8351116,Chip capacitor 50V 1.0PF ?0.05pF C0G 0201 WT,317.General Electronic Materials-06.CAPACITOR,6580,0,O19
9110237,Nest plate for IC MT6690N/A WDFN-8JL,313.platform solution 01. Chip IC,745,0,J2
8420729,chip power inductor 1.0?H ? 20% 3500mA(2500mA) 55mO HTOH20121T-1R0MSR,317.General Electronic Materials-02.inductor,3371,0,O28
9170531,Ordinary IC RT9085AWSC CSP,317.General Electronic Materials-01.General IC,3000,0,O31
8420754,chip power inductor 0.33uH ?20% 4.7A(3.9A) 34mO DFE201610P-R33MCA=P2No glue,317.General Electronic Materials-02.inductor,2612,0,O28
3882892,Screw gasket ED139-BOSS-PAD brass,321. Structured parts-12.smt small hardware,23067,0,J4
8351313,Chip capacitor 50V 223  M X5R 0402,317.General Electronic Materials-06.CAPACITOR,10000,0,O28
8660197,ESD component PTVS4V5D1BL DFN1006-2L Wentai,317.General Electronic Materials-N/A,29870,0,O19
9170620,Ordinary IC P9415-3AWQI8 CSP,317.General Electronic Materials-01.General IC,1458,0,O15
9170637,Ordinary IC DIO1646WL36  CSP,317.General Electronic Materials-01.General IC,1583,0,J10
9170670,Ordinary IC AW8697AFCR DFN,317.General Electronic Materials-01.General IC,4926,0,O15
8241793,Precise Resistor 1/20W 1M +/-5% 0201 Wentai,317.General Electronic Materials-07.RSistor,23270,0,O19
8241893,Precise SMD resistor 1/20W 75K ?1% 0201 Wentai,317.General Electronic Materials-07.RSistor,3660,0,O19
9000266,Antenna switch MXD8621C DFN6L Wentai,316.RF Device-02.antenna Switch,2050,0,O19
8420992,chip power inductor 0.47uH ?20% 3.5A(3.8A) 0.035O MPIA201610ER47M-LF Wentai,317.General Electronic Materials-02.inductor,1280,0,O19
8351829,Chip capacitor 6.3V 10uF ?20% X5R 0603 Wentai,317.General Electronic Materials-06.CAPACITOR,2386,0,O19
8242026,Precise SMD resistor 1/20W 390O ?1% 0201,317.General Electronic Materials-07.RSistor,35900,0,O28
8242051,Chip resistor 1/20W 20O ?1% 0201 Wentai,317.General Electronic Materials-07.RSistor,22427,0,O19
8660299,ESD component LTVS8H4.5CBT5G SOD882 Wentai,317.General Electronic Materials-N/A,8811,0,O19
8352002,Chip capacitor 6.3V 10uF ?20% X5R 0402 Wentai,317.General Electronic Materials-06.CAPACITOR,10000,0,O19
9820241,BTB socket AJ26DK-S050VA3-R15000 Wentai,331. Plug-in-N/A,10246,0,O19
9800287,SIM card socket 1.35mm KCF-A13000004R-1000 Wentai,331. Plug-in-N/A,1814,0,O19
8411032,chip inductor 7.5nH ?5% 300mA 0201 Huaqin,317.General Electronic Materials-02.inductor,13975,0,O19
4888331,9 plate BTB waterproof silicone cover AA400 single-sided adhesive,351. Package accessories -06. Other auxiliary materials,700,0,J7
8352106,Chip capacitor 50V 3.9pF ?0.1pF CAP CER C0G 0201 Wentai,317.General Electronic Materials-06.CAPACITOR,27420,0,O19
4890814,C board BTB waterproof silicone sheet AA269 single-sided adhesive,351. Package accessories -06. Other auxiliary materials,4800,0,J7
9651217,PCB AAA310-0 FR4 D0.7x4 OSP+ENI,315.PCB Category-01.pcb,5500,0,O13
4891188,DDR silicone AA341 single-sided adhesive,351. Package accessories -06. Other auxiliary materials,1590,0,J7
8352198,Chip Capacitor 25V 10uF +/-20% X5R 0603 Wentai,317.General Electronic Materials-06.CAPACITOR,1660,0,O19
9642199,PCB 2AB240 -1 FR4 D0.7x10 HDI-3 OSP+ENI,315.PCB Category-01.pcb,484,0,O13
9770566,USB socket TYPE-C 16pin 3.36mm SystemSerialNumber not waterproof Wentai,331. Plug-in-N/A,1148,0,O19
9760661,BTB socket 40pin 0.35mm 0.6mm 2184290401 Huaqin,331. Plug-in-N/A,280000,0,O19
8242299,Surface mounted Resistor 0.05W 33000O ?1% 0201,317.General Electronic Materials-07.RSistor,14742,0,O19
4893014,Die cut accessories AB465 TOP shielding cover copper foil Wentai,351. Package accessories -06. Other auxiliary materials,1103,0,O19
